Device_ID,Is_Jailbroken,Device_Threat_Rating
DEV-000137,False,Low
DEV-000138,False,Medium
DEV-000139,False,Low
DEV-000140,False,Low
DEV-000141,True,Medium
DEV-000142,False,Low
DEV-000143,False,Low
DEV-000144,False,Low
DEV-000145,False,Low
DEV-000146,False,Low
DEV-000147,False,Low
DEV-000148,False,Medium
DEV-000149,False,Low
DEV-000150,True,Medium
DEV-000151,False,Low
DEV-000152,False,Low
DEV-000153,False,Low
DEV-000154,False,Low
DEV-000155,False,Low
DEV-000156,False,Low
DEV-000157,False,Low
DEV-000158,False,Low
DEV-000159,False,Low
DEV-000160,False,Medium
DEV-000161,False,Low
DEV-000162,False,Medium
DEV-000163,False,Low
DEV-000164,False,Low
DEV-000165,False,Low
DEV-000166,False,Low
DEV-000167,False,Low
DEV-000168,False,Low
DEV-000169,False,Low
DEV-000170,False,Low
DEV-000171,False,Low
DEV-000172,False,Low
DEV-000173,False,Low
DEV-000174,False,Medium
DEV-000175,False,Low
DEV-000176,False,Low
DEV-000177,False,Low
DEV-000178,False,Medium
DEV-000179,False,Low
DEV-000180,True,High
DEV-000181,False,Low
DEV-000182,False,Low
DEV-000183,False,Low
DEV-000184,False,Low
DEV-000185,False,Low
DEV-000186,False,Low
DEV-000187,False,Low
DEV-000188,False,Low
DEV-000189,False,Low
DEV-000190,False,Medium
DEV-000191,False,Low
DEV-000192,False,Low
DEV-000193,False,Low
DEV-000194,False,Medium
DEV-000195,False,Low
DEV-000196,False,Low
DEV-000197,False,Low
DEV-000198,False,Low
DEV-000199,False,Low
DEV-000200,False,Low
DEV-000201,False,Low
DEV-000202,False,Low
DEV-000203,False,Low
DEV-000204,False,Low
DEV-000205,False,Low
DEV-000206,False,Low
DEV-000207,True,High
DEV-000208,False,Low
DEV-000209,False,Low
DEV-000210,False,Low
DEV-000211,False,Low
DEV-000212,True,High
DEV-000213,False,Low
DEV-000214,False,Low
DEV-000215,False,Low
DEV-000216,False,Low
DEV-000217,False,Medium
DEV-000218,False,Low
DEV-000219,False,Low
DEV-000220,False,Low
DEV-000221,False,Low
DEV-000222,False,Low
DEV-000223,False,Low
DEV-000224,False,Medium
DEV-000225,True,High
DEV-000226,False,Low
DEV-000227,False,Low
DEV-000228,False,Low
DEV-000229,False,Low
DEV-000230,False,Low
DEV-000231,False,Low
DEV-000232,False,Low
DEV-000233,False,Medium
DEV-000234,False,Low
DEV-000235,False,Low
DEV-000236,False,Low
DEV-000237,False,Low
DEV-000238,False,Low
DEV-000239,False,Medium
DEV-000240,False,Low
DEV-000241,False,Low
DEV-000242,False,Low
DEV-000243,False,Low
DEV-000244,False,Low
DEV-000245,False,Medium
DEV-000246,False,Low
DEV-000247,False,Low
DEV-000248,False,Medium
DEV-000249,True,High
DEV-000250,False,Low
DEV-000251,False,Low
DEV-000252,False,Low
DEV-000253,False,Low
DEV-000254,False,Low
DEV-000255,False,Low
DEV-000256,False,Low
DEV-000257,False,Low
DEV-000258,True,Medium
DEV-000259,False,Low
DEV-000260,False,Low
DEV-000261,False,Low
DEV-000262,False,Low
DEV-000263,False,Low
DEV-000264,False,Low
DEV-000265,False,Low
DEV-000266,False,Low
DEV-000267,False,Low
DEV-000268,False,Low
DEV-000269,False,Low
DEV-000270,False,Medium
DEV-000271,False,Low
DEV-000272,False,Low
DEV-000273,False,Medium
DEV-000274,False,Low
DEV-000275,False,Low
DEV-000276,False,Low
DEV-000277,False,Low
DEV-000278,False,Low
DEV-000279,False,Low
DEV-000280,False,Low
DEV-000281,False,Low
DEV-000282,False,Low
DEV-000283,False,Low
DEV-000284,False,Low
DEV-000285,False,Low
DEV-000286,False,Low
DEV-000287,False,Low
DEV-000288,True,High
DEV-000289,False,Low
DEV-000290,False,Low
DEV-000291,False,Low
DEV-000292,False,Low
DEV-000293,False,Low
DEV-000294,False,Low
DEV-000295,False,Low
DEV-000296,False,Low
DEV-000297,False,Low
DEV-000298,False,Low
DEV-000299,False,Low
DEV-000300,False,Low
DEV-000301,False,Low
DEV-000302,False,Low
DEV-000303,False,Low
DEV-000304,False,Low
DEV-000305,False,Medium
DEV-000306,False,Low
DEV-000307,False,Low
DEV-000308,False,Low
DEV-000309,False,Low
DEV-000310,False,Low
DEV-000311,False,Low
DEV-000312,False,Low
DEV-000313,False,Low
DEV-000314,False,Medium
DEV-000315,False,Low
DEV-000316,False,Low
DEV-000317,False,Low
DEV-000318,False,Low
DEV-000319,False,Low
DEV-000320,False,Low
DEV-000321,False,Low
DEV-000322,False,Low
DEV-000323,False,Medium
DEV-000324,False,Low
DEV-000325,False,Low
DEV-000326,False,Low
DEV-000327,False,Low
DEV-000328,False,Low
DEV-000329,False,Low
DEV-000330,False,Low
DEV-000331,False,Low
DEV-000332,False,Low
DEV-000333,False,Low
DEV-000334,False,Low
DEV-000335,False,Low
DEV-000336,False,Low
DEV-000337,False,Low
DEV-000338,False,Low
DEV-000339,False,Low
DEV-000340,False,Low
DEV-000341,False,Low
DEV-000342,False,Low
DEV-000343,False,Medium
DEV-000344,False,Low
DEV-000345,False,Low
DEV-000346,False,Low
DEV-000347,False,Low
DEV-000348,False,Medium
DEV-000349,False,Low
DEV-000350,False,Low
DEV-000351,False,Low
DEV-000352,False,Low
DEV-000353,False,Low
DEV-000354,False,Low
DEV-000355,False,Low
DEV-000356,False,Low
DEV-000357,False,Low
DEV-000358,False,Low
DEV-000359,False,Low
DEV-000360,False,Low
DEV-000361,False,Low
DEV-000362,False,Low
DEV-000363,False,Low
DEV-000364,False,Low
DEV-000365,False,Low
DEV-000366,False,Medium
DEV-000367,False,Low
DEV-000368,False,Low
DEV-000369,False,Low
DEV-000370,False,Low
DEV-000371,False,Low
DEV-000372,False,Low
DEV-000373,False,Low
DEV-000374,False,Low
DEV-000375,False,Low
DEV-000376,False,Low
DEV-000377,False,Low
DEV-000378,False,Low
DEV-000379,False,Low
DEV-000380,False,Low
DEV-000381,False,Low
DEV-000382,False,Low
DEV-000383,False,Low
DEV-000384,False,Medium
DEV-000385,False,Low
DEV-000386,False,Low
DEV-000387,False,Low
DEV-000388,False,Low
DEV-000389,False,Low
DEV-000390,False,Low
DEV-000391,False,Low
DEV-000392,False,Low
DEV-000393,False,Low
DEV-000394,False,Low
DEV-000395,False,Low
DEV-000396,False,Low
DEV-000397,False,Medium
DEV-000398,False,Low
DEV-000399,False,Low
DEV-000400,False,Low
DEV-000401,False,Low
DEV-000402,False,Low
DEV-000403,False,Low
DEV-000404,False,Low
DEV-000405,False,Low
DEV-000406,False,Low
DEV-000407,False,Low
DEV-000408,False,Low
DEV-000409,False,Low
DEV-000410,False,Low
DEV-000411,False,Low
DEV-000412,False,Low
DEV-000413,False,Low
DEV-000414,False,Low
DEV-000415,False,Low
DEV-000416,False,Low
DEV-000417,False,Low
DEV-000418,False,Low
DEV-000419,False,Low
DEV-000420,False,Medium
DEV-000421,False,Low
DEV-000422,False,Low
DEV-000423,False,Low
DEV-000424,False,Low
DEV-000425,False,Low
DEV-000426,False,Low
DEV-000427,False,Low
DEV-000428,False,Low
DEV-000429,False,Low
DEV-000430,False,Low
DEV-000431,False,Low
DEV-000432,False,Low
DEV-000433,False,Low
DEV-000434,False,Medium
DEV-000435,False,Low
DEV-000436,False,Low
DEV-000437,False,Low
DEV-000438,False,Low
DEV-000439,False,Low
DEV-000440,False,Low
DEV-000441,False,Low
DEV-000442,False,Low
DEV-000443,False,Low
DEV-000444,False,Low
DEV-000445,False,Low
DEV-000446,True,High
DEV-000447,False,Medium
DEV-000448,False,Low
DEV-000449,False,Low
DEV-000450,False,Low
DEV-000451,False,Low
DEV-000452,False,Low
DEV-000453,False,Low
DEV-000454,False,Medium
DEV-000455,False,Low
DEV-000456,False,Medium
DEV-000457,False,Low
DEV-000458,False,Low
DEV-000459,False,Low
DEV-000460,False,Low
DEV-000461,True,Medium
DEV-000462,False,Low
DEV-000463,False,Low
DEV-000464,False,Low
DEV-000465,False,Low
DEV-000466,False,Low
DEV-000467,False,Low
DEV-000468,False,Low
DEV-000469,False,Low
DEV-000470,False,Low
DEV-000471,False,Low
DEV-000472,True,Medium
DEV-000473,False,Medium
DEV-000474,False,Low
DEV-000475,False,Low
DEV-000476,False,Low
DEV-000477,False,Low
DEV-000478,False,Medium
DEV-000479,False,Low
DEV-000480,False,Low
DEV-000481,False,Low
DEV-000482,False,Low
DEV-000483,False,Low
DEV-000484,False,Low
DEV-000485,False,Low
DEV-000486,True,High
DEV-000487,False,Low
DEV-000488,False,Low
DEV-000489,False,Low
DEV-000490,False,Low
DEV-000491,False,Low
DEV-000492,False,Low
DEV-000493,False,Low
DEV-000494,False,Low
DEV-000495,False,Low
DEV-000496,False,Low
DEV-000497,False,Low
DEV-000498,False,Low
DEV-000499,False,Medium
DEV-000500,False,Low
DEV-000501,False,Low
DEV-000502,False,Low
DEV-000503,False,Low
DEV-000504,False,Low
DEV-000505,False,Low
DEV-000506,False,Low
DEV-000507,False,Low
DEV-000508,False,Low
DEV-000509,False,Low
DEV-000510,False,Low
DEV-000511,False,Low
DEV-000512,False,Low
DEV-000513,False,Low
DEV-000514,False,Low
DEV-000515,False,Low
DEV-000516,False,Low
DEV-000517,False,Medium
DEV-000518,False,Low
DEV-000519,False,Low
DEV-000520,False,Low
DEV-000521,False,Low
DEV-000522,False,Low
DEV-000523,False,Low
DEV-000524,False,Low
DEV-000525,False,Low
DEV-000526,False,Low
DEV-000527,False,Low
DEV-000528,False,Low
DEV-000529,False,Low
DEV-000530,False,Low
DEV-000531,False,Low
DEV-000532,False,Low
DEV-000533,False,Low
DEV-000534,False,Low
DEV-000535,False,Low
DEV-000536,False,Low
DEV-000537,False,Low
DEV-000538,False,Low
DEV-000539,False,Low
DEV-000540,False,Low
DEV-000541,False,Medium
DEV-000542,False,Low
DEV-000543,False,Low
DEV-000544,False,Low
DEV-000545,False,Low
DEV-000546,False,Medium
DEV-000547,True,Medium
DEV-000548,False,Low
DEV-000549,False,Low
DEV-000550,False,Low
DEV-000551,False,Low
DEV-000552,True,High
DEV-000553,False,Low
DEV-000554,False,Low
DEV-000555,False,Low
DEV-000556,False,Low
DEV-000557,False,Low
DEV-000558,False,Low
DEV-000559,False,Low
DEV-000560,False,Low
DEV-000561,False,Low
DEV-000562,False,Low
DEV-000563,False,Low
DEV-000564,False,Low
DEV-000565,False,Low
DEV-000566,False,Low
DEV-000567,False,Low
DEV-000568,True,High
DEV-000569,False,Low
DEV-000570,False,Low
DEV-000571,False,Low
DEV-000572,False,Low
DEV-000573,False,Low
DEV-000574,False,Low
DEV-000575,False,Low
DEV-000576,False,Low
DEV-000577,False,Low
DEV-000578,False,Low
DEV-000579,False,Low
DEV-000580,False,Low
DEV-000581,False,Low
DEV-000582,False,Low
DEV-000583,False,Low
DEV-000584,False,Low
DEV-000585,False,Low
DEV-000586,False,Low
DEV-000587,False,Low
DEV-000588,False,Medium
DEV-000589,False,Low
DEV-000590,False,Low
DEV-000591,False,Low
DEV-000592,False,Low
DEV-000593,True,Medium
DEV-000594,False,Low
DEV-000595,False,Low
DEV-000596,False,Low
DEV-000597,False,Low
DEV-000598,False,Low
DEV-000599,False,Low
DEV-000600,False,Low
DEV-000601,False,Low
DEV-000602,False,Low
DEV-000603,False,Low
DEV-000604,False,Low
DEV-000605,False,Low
DEV-000606,False,Low
DEV-000607,False,Medium
DEV-000608,False,Low
DEV-000609,False,Low
DEV-000610,False,Low
DEV-000611,False,Medium
DEV-000612,False,Low
DEV-000613,False,Low
DEV-000614,False,Low
DEV-000615,False,Low
DEV-000616,False,Low
DEV-000617,False,Low
DEV-000618,False,Low
DEV-000619,False,Low
DEV-000620,False,Low
DEV-000621,False,Low
DEV-000622,False,Low
DEV-000623,False,Low
DEV-000624,False,Low
DEV-000625,False,Low
DEV-000626,False,Low
DEV-000627,False,Low
DEV-000628,False,Low
DEV-000629,False,Low
DEV-000630,False,Low
DEV-000631,False,Low
DEV-000632,False,Low
DEV-000633,False,Low
DEV-000634,True,High
DEV-000635,False,Low
DEV-000636,False,Low
DEV-000637,False,Medium
DEV-000638,False,Low
DEV-000639,False,Low
DEV-000640,True,Medium
DEV-000641,False,Low
DEV-000642,False,Low
DEV-000643,False,Low
DEV-000644,False,Low
DEV-000645,False,Low
DEV-000646,False,Low
DEV-000647,False,Low
DEV-000648,False,Low
DEV-000649,False,Low
DEV-000650,False,Medium
DEV-000651,False,Low
DEV-000652,False,Low
DEV-000653,False,Low
DEV-000654,False,Medium
DEV-000655,False,Low
DEV-000656,False,Low
DEV-000657,False,Low
DEV-000658,False,Low
DEV-000659,False,Low
DEV-000660,False,Low
DEV-000661,False,Low
DEV-000662,False,Low
DEV-000663,False,Low
DEV-000664,False,Low
DEV-000665,False,Low
DEV-000666,False,Low
DEV-000667,False,Low
DEV-000668,False,Low
DEV-000669,False,Low
DEV-000670,False,Low
DEV-000671,False,Low
DEV-000672,False,Low
DEV-000673,False,Low
DEV-000674,False,Low
DEV-000675,False,Low
DEV-000676,False,Low
DEV-000677,False,Low
DEV-000678,False,Low
DEV-000679,False,Low
DEV-000680,False,Low
DEV-000681,False,Low
DEV-000682,False,Low
DEV-000683,False,Low
DEV-000684,False,Low
DEV-000685,False,Low
DEV-000686,False,Low
DEV-000687,False,Low
DEV-000688,False,Low
DEV-000689,False,Low
DEV-000690,False,Low
DEV-000691,False,Low
DEV-000692,False,Low
DEV-000693,True,High
DEV-000694,False,Low
DEV-000695,False,Low
DEV-000696,False,Low
DEV-000697,False,Low
DEV-000698,False,Low
DEV-000699,False,Low
DEV-000700,False,Low
DEV-000701,False,Low
DEV-000702,False,Low
DEV-000703,False,Low
DEV-000704,False,Low
DEV-000705,False,Low
DEV-000706,False,Low
DEV-000707,False,Low
DEV-000708,False,Medium
DEV-000709,False,Low
DEV-000710,False,Low
DEV-000711,False,Low
DEV-000712,False,Low
DEV-000713,False,Medium
DEV-000714,False,Low
DEV-000715,False,Low
DEV-000716,False,Low
DEV-000717,False,Low
DEV-000718,False,Low
DEV-000719,True,Medium
DEV-000720,False,Low
DEV-000721,False,Low
DEV-000722,True,High
DEV-000723,False,Low
DEV-000724,False,Low
DEV-000725,False,Low
DEV-000726,False,Low
DEV-000727,False,Low
DEV-000728,False,Low
DEV-000729,False,Low
DEV-000730,False,Low
DEV-000731,False,Low
DEV-000732,False,Low
DEV-000733,False,Low
DEV-000734,False,Low
DEV-000735,False,Low
DEV-000736,False,Low
DEV-000737,False,Low
DEV-000738,False,Low
DEV-000739,False,Low
DEV-000740,False,Low
DEV-000741,False,Low
DEV-000742,False,Low
DEV-000743,False,Low
DEV-000744,False,Low
DEV-000745,False,Low
DEV-000746,False,Low
DEV-000747,False,Low
DEV-000748,False,Low
DEV-000749,False,Low
DEV-000750,False,Low
DEV-000751,False,Low
DEV-000752,False,Low
DEV-000753,False,Low
DEV-000754,False,Low
DEV-000755,False,Low
DEV-000756,True,High
DEV-000757,False,Low
DEV-000758,False,Low
DEV-000759,False,Low
DEV-000760,False,Low
DEV-000761,False,Low
DEV-000762,False,Low
DEV-000763,False,Low
DEV-000764,True,Medium
DEV-000765,False,Low
DEV-000766,False,Low
DEV-000767,False,Low
DEV-000768,False,Low
DEV-000769,False,Low
DEV-000770,False,Low
DEV-000771,False,Low
DEV-000772,False,Low
DEV-000773,False,Low
DEV-000774,False,Low
DEV-000775,False,Low
DEV-000776,False,Low
DEV-000777,False,Low
DEV-000778,False,Low
DEV-000779,False,Low
DEV-000780,False,Low
DEV-000781,False,Low
DEV-000782,False,Low
DEV-000783,False,Medium
DEV-000784,False,Low
DEV-000785,False,Low
DEV-000786,False,Low
DEV-000787,False,Low
DEV-000788,False,Low
DEV-000789,False,Low
DEV-000790,False,Medium
DEV-000791,False,Low
DEV-000792,False,Low
DEV-000793,False,Low
DEV-000794,False,Low
DEV-000795,False,Low
DEV-000796,False,Low
DEV-000797,False,Low
DEV-000798,False,Low
DEV-000799,False,Low
DEV-000800,False,Low
DEV-000801,False,Low
DEV-000802,False,Low
DEV-000803,False,Low
DEV-000804,False,Low
DEV-000805,False,Low
DEV-000806,False,Low
DEV-000807,False,Low
DEV-000808,False,Low
DEV-000809,False,Low
DEV-000810,False,Low
DEV-000811,False,Low
DEV-000812,False,Low
DEV-000813,False,Low
DEV-000814,True,Medium
DEV-000815,False,Low
DEV-000816,False,Low
DEV-000817,False,Low
DEV-000818,False,Low
DEV-000819,False,Low
DEV-000820,False,Low
DEV-000821,False,Low
DEV-000822,False,Low
DEV-000823,False,Low
DEV-000824,False,Medium
DEV-000825,False,Low
DEV-000826,False,Low
DEV-000827,False,Low
DEV-000828,False,Low
DEV-000829,False,Low
DEV-000830,False,Low
DEV-000831,False,Medium
DEV-000832,False,Low
DEV-000833,False,Low
DEV-000834,True,Medium
DEV-000835,False,Low
DEV-000836,False,Low
DEV-000837,False,Low
DEV-000838,False,Low
DEV-000839,False,Low
DEV-000840,False,Medium
DEV-000841,False,Low
DEV-000842,False,Low
DEV-000843,False,Medium
DEV-000844,False,Low
DEV-000845,False,Low
DEV-000846,False,Low
DEV-000847,False,Low
DEV-000848,False,Medium
DEV-000849,False,Low
DEV-000850,False,Low
DEV-000851,False,Low
DEV-000852,False,Low
DEV-000853,False,Low
DEV-000854,True,High
DEV-000855,False,Low
DEV-000856,False,Low
DEV-000857,False,Low
DEV-000858,False,Low
DEV-000859,False,Low
DEV-000860,False,Low
DEV-000861,False,Low
DEV-000862,False,Low
DEV-000863,False,Low
DEV-000864,False,Low
DEV-000865,False,Low
DEV-000866,False,Low
DEV-000867,False,Low
DEV-000868,False,Medium
DEV-000869,False,Low
DEV-000870,False,Low
DEV-000871,False,Low
DEV-000872,False,Low
DEV-000873,False,Low
DEV-000874,False,Low
DEV-000875,False,Low
DEV-000876,False,Low
DEV-000877,False,Medium
DEV-000878,False,Low
DEV-000879,False,Low
DEV-000880,False,Low
DEV-000881,False,Low
DEV-000882,False,Medium
DEV-000883,False,Low
DEV-000884,False,Low
DEV-000885,False,Low
DEV-000886,False,Low
DEV-000887,False,Low
DEV-000888,False,Low
DEV-000889,False,Low
DEV-000890,False,Low
DEV-000891,False,Medium
DEV-000892,False,Low
DEV-000893,False,Low
DEV-000894,False,Low
DEV-000895,False,Low
DEV-000896,False,Low
DEV-000897,False,Low
DEV-000898,False,Low
DEV-000899,False,Low
DEV-000900,True,High
DEV-000901,False,Medium
DEV-000902,False,Low
DEV-000903,False,Medium
DEV-000904,False,Low
DEV-000905,False,Low
DEV-000906,False,Low
DEV-000907,False,Medium
DEV-000908,False,Low
DEV-000909,False,Low
DEV-000910,False,Medium
DEV-000911,False,Medium
DEV-000912,False,Low
DEV-000913,False,Low
DEV-000914,False,Low
DEV-000915,False,Low
DEV-000916,False,Low
DEV-000917,False,Low
DEV-000918,False,Low
DEV-000919,False,Medium
DEV-000920,False,Low
DEV-000921,False,Low
DEV-000922,True,High
DEV-000923,False,Low
DEV-000924,False,Low
DEV-000925,False,Low
DEV-000926,False,Low
DEV-000927,False,Low
DEV-000928,False,Medium
DEV-000929,False,Low
DEV-000930,False,Low
DEV-000931,False,Medium
DEV-000932,False,Medium
DEV-000933,False,Low
DEV-000934,False,Low
DEV-000935,False,Medium
DEV-000936,False,Low
DEV-000937,False,Low
DEV-000938,False,Low
DEV-000939,False,Medium
DEV-000940,True,Medium
DEV-000941,False,Low
DEV-000942,False,Low
DEV-000943,False,Low
DEV-000944,False,Low
DEV-000945,False,Low
DEV-000946,False,Low
DEV-000947,False,Low
DEV-000948,False,Low
DEV-000949,True,Medium
DEV-000950,False,Low
DEV-000951,True,Medium
DEV-000952,True,Medium
DEV-000953,False,Low
DEV-000954,False,Low
DEV-000955,False,Low
DEV-000956,False,Medium
DEV-000957,False,Low
DEV-000958,False,Low
DEV-000959,False,Medium
DEV-000960,False,Low
DEV-000961,True,High
DEV-000962,False,Medium
DEV-000963,False,Low
DEV-000964,False,Low
DEV-000965,False,Low
DEV-000966,False,Low
DEV-000967,False,Low
DEV-000968,False,Low
DEV-000969,False,Low
DEV-000970,False,Medium
DEV-000971,False,Low
DEV-000972,False,Low
DEV-000973,False,Low
DEV-000974,False,Low
DEV-000975,False,Low
DEV-000976,False,Low
DEV-000977,False,Low
DEV-000978,False,Low
DEV-000979,False,Low
DEV-000980,False,Low
DEV-000981,False,Low
DEV-000982,False,Low
DEV-000983,False,Low
DEV-000984,False,Low
DEV-000985,False,Low
DEV-000986,False,Low
DEV-000987,False,Low
DEV-000988,False,Low
DEV-000989,False,Low
DEV-000990,False,Low
DEV-000991,False,Low
DEV-000992,False,Low
DEV-000993,False,Low
DEV-000994,False,Low
DEV-000995,False,Low
DEV-000996,False,Low
DEV-000997,False,Low
DEV-000998,False,Low
DEV-000999,False,Low
DEV-001000,False,Low
DEV-001001,False,Low
DEV-001002,True,High
DEV-001003,False,Low
DEV-001004,False,Low
DEV-001005,False,Low
DEV-001006,False,Low
DEV-001007,False,Low
DEV-001008,False,Low
DEV-001009,False,Low
DEV-001010,False,Low
DEV-001011,False,Low
DEV-001012,False,Low
DEV-001013,False,Low
DEV-001014,False,Low
DEV-001015,False,Low
DEV-001016,True,Medium
DEV-001017,False,Low
DEV-001018,False,Low
DEV-001019,False,Low
DEV-001020,False,Low
DEV-001021,False,Medium
DEV-001022,False,Low
DEV-001023,False,Low
DEV-001024,False,Low
DEV-001025,False,Medium
DEV-001026,False,Low
DEV-001027,False,Low
DEV-001028,False,Low
DEV-001029,False,Low
DEV-001030,False,Low
DEV-001031,False,Low
DEV-001032,False,Low
DEV-001033,False,Low
DEV-001034,False,Low
DEV-001035,False,Low
DEV-001036,True,Medium
DEV-001037,False,Low
DEV-001038,False,Low
DEV-001039,False,Low
DEV-001040,False,Low
DEV-001041,False,Low
DEV-001042,False,Low
DEV-001043,False,Low
DEV-001044,False,Low
DEV-001045,False,Low
DEV-001046,False,Low
DEV-001047,False,Low
DEV-001048,False,Low
DEV-001049,False,Low
DEV-001050,True,Medium
DEV-001051,False,Low
DEV-001052,False,Low
DEV-001053,False,Low
DEV-001054,False,Low
DEV-001055,False,Low
DEV-001056,False,Low
DEV-001057,False,Medium
DEV-001058,False,Low
DEV-001059,False,Low
DEV-001060,True,High
DEV-001061,False,Low
DEV-001062,False,Low
DEV-001063,False,Low
DEV-001064,False,Low
DEV-001065,False,Low
DEV-001066,False,Low
DEV-001067,False,Low
DEV-001068,False,Low
DEV-001069,False,Low
DEV-001070,False,Low
DEV-001071,False,Low
DEV-001072,False,Medium
DEV-001073,False,Low
DEV-001074,False,Medium
DEV-001075,False,Low
DEV-001076,False,Low
DEV-001077,False,Low
DEV-001078,False,Low
DEV-001079,False,Low
DEV-001080,False,Low
DEV-001081,False,Medium
DEV-001082,False,Medium
DEV-001083,False,Low
DEV-001084,False,Low
DEV-001085,False,Low
DEV-001086,False,Low
DEV-001087,False,Low
DEV-001088,False,Low
DEV-001089,False,Low
DEV-001090,False,Low
DEV-001091,False,Low
DEV-001092,False,Low
DEV-001093,True,High
DEV-001094,False,Low
DEV-001095,False,Low
DEV-001096,False,Low
DEV-001097,False,Low
DEV-001098,False,Low
DEV-001099,False,Medium
DEV-001100,False,Medium
DEV-001101,False,Low
DEV-001102,False,Low
DEV-001103,False,Low
DEV-001104,False,Low
DEV-001105,False,Low
DEV-001106,False,Low
DEV-001107,False,Low
DEV-001108,False,Low
DEV-001109,False,Low
DEV-001110,False,Low
DEV-001111,False,Low
DEV-001112,False,Low
DEV-001113,False,Low
DEV-001114,True,High
DEV-001115,False,Low
DEV-001116,False,Low
DEV-001117,False,Low
DEV-001118,False,Low
DEV-001119,False,Medium
DEV-001120,False,Low
DEV-001121,False,Low
DEV-001122,False,Low
DEV-001123,False,Low
DEV-001124,False,Low
DEV-001125,False,Low
DEV-001126,False,Low
DEV-001127,True,High
DEV-001128,False,Low
DEV-001129,False,Low
DEV-001130,False,Low
DEV-001131,False,Low
DEV-001132,False,Low
DEV-001133,False,Low
DEV-001134,False,Low
DEV-001135,False,Low
DEV-001136,False,Low
DEV-001137,False,Low
DEV-001138,False,Low
DEV-001139,False,Low
DEV-001140,False,Medium
DEV-001141,True,High
DEV-001142,False,Low
DEV-001143,False,Low
DEV-001144,False,Low
DEV-001145,False,Low
DEV-001146,False,Low
DEV-001147,False,Low
DEV-001148,False,Low
DEV-001149,False,Low
DEV-001150,False,Low
DEV-001151,False,Low
DEV-001152,False,Low
DEV-001153,False,Low
DEV-001154,False,Low
DEV-001155,False,Low
